labels,posts,,
Free,"Injiinar Takkalaa Uumaan wayita kana kilaboonni kunneen ambaasaaddaroota magaalichaa taâ€™uurra darbee, nageenya magaalitti mirkaneesuuf gaâ€™ee isaani baâ€™achuu akka qaban dubbataniiru.",,
Free,Nutii Oromo tokko jabadha amantii dhufadha qabsoon itii fufaa,,
Free, Chelsean nama kana kontoraata ganna\nji’a 18f qaxaratte,,
Hate,jawar ofumaasaatiyyu zinaa dalagaara bar worrisaa kiristaana Nikaa wolirkaa hinqabanu kanaafu masubaa badhachuu hin barbaachisu,,
Free,Manneen kitaaboleen kun itti argaman nuuf dhaamaa Isin bira dhaabbachuun amantaa ofii jabeessaa aadaa ofii kunuunfadha Nagaa isin faana haa tahu Jabaan Waaqa,,
Hate,Cundhuura garaa dibbee ,,
Hate,mee laalaa waan inni fakkaatu gaagura bocaan bade fakkaata  kanatu oromoo bulchaa jiraa amma akkuma mataa ka'een gad bu'a dabaaqulaan guddate natti fakkaata hhhhhh,,
Hate,Dhala Shaarmuxa afaan kanaan Nafxanyaa moo oromootti himaa jirta hudduu haadha keessan haa salanii,,
Free,inni akkasii kuni diina sammuu dhukkubsa itti hin tolu  kanaaf tokko tokko jarri kuni osoo badii hin qaqabsiisin qabamuun jara kanaa isaanitti toluu didee mormu,,
Free,Akkasumas fooyyaÃ¢â‚¬â„¢iinsa Alaabaa Naannichaa labsii Galii Qonnaa fi Taaksii dabalataa dhiyaatu ni raggaasiisa jedhamee eegama,,
Hate,shororkeessaan warruma hidheefi himatedha ,,
Free,Xilahuun Aartiidhas biyyas jedhan,,
Free, Haala Dinquu fi Mootumman Itoophiyaa Irra Turan Immoo Waan Yeroo Dhihoo Soodareerratti Tae Namuu Ni BeekaKunis Osoo Ijoolleen Hayyama Daldalaa Qabdu Shira Tae Jedhamee Soodaree fi ABO Shanee Irratti Sobaan Xaxame waan Taeef Ummatni Kana Hubatee Shira Guddaa Amma Deemaa Jiru Kana Dura Akka Dhaabbatu Jenna(OMN) qabsoodhaaf fqabsoodhaan dhalate,,
Hate,Harreen hayyuu qeequun aadmalee,,
Free,kallattii,,
Hate,Goota keenya hin xuqinaa yoo ajjeeses liyyuu poolisiif Tigiree dhiiga keenya lolaasaa turte maalgootan kan dandeessu dhaani jennaan gowwaan galee haadhamanaa dhaane Lachuu keenyuma Caalaan nama qomasaa kennee rasaasa wayyaanee jala dhaabbatedha Massee ykn Funyeen Galata qabda atis,,
Hate,mootummaan amantaan rabshaa uumuu deemu kana dura dhaabbachuu qabna,,
Hate,Dhiisi Waan fakkaanne hin haasain  Bitamtuu ABO diiguuf bilxiginnaan bitte hin milkaau,,
Free,Sobaa fi fakkeessuu keessaan tokkoo dadhaabineepartiin PP yoo hoggaansaa isaa jijjiiree sii ilaalaataawaee partii keetii qofaa qeeqii ykn miseensaa pp taii yaada keennii,,
Hate,Wolaalan obbo wolaalan jaju sun isa si'ii adaa yerodhaf malee inuma demtu,,
Hate,Gadheen akkakeessani nu bulchuura Haacaalu tanee biyye seenuu nuf wayya dhalaa waxii,,
Free,Dhugaakeeti  Nama tokko hojii gaarii inni hojjateen galatoomfachuu Aadaa haa godhannuu,,
Free,jara garee juntaa jala fashalauun isaa sirrumaa dha silaas ofii hojii hiikaani ummataa nagaan hojii isaarra jiru hojii hiiksisuuf yaaluun doofummaa jarati,,
Hate,Beekan gulumaa siif himee turee ati harreedha,,
Free,Dhugan jirtuu kanumaa kormaa kiyaa partii tokko degartees degaruu baates partichii namaa isaa degaruus isaa qeequs qabaa yaa tautti gaaru ammas haali itti adeemamaa jiru kunii yoo Oromoo xiqqesse malee gongumma nuu hin guddisu galmaa barbadameenis nuu hin gahuu kanaaf akkumaa atti jette wal hubaanan xinsammu bilchatee irra maddu murtessadha ,,
Free,Xalayaa kana Jawaar kan barreesse gaafa Amajji 22 bara 2normal2Normalyoo tahu fuula lama kan qabuu fi akkaataa seerri ajajuun ragaalee ykn sanadoota dabalataa sagal wallin walitti qabsiisuun akka itti kenne ,,
Free,Lammaa kees faarsi Abiyyii Nagaa qofa feena nuti biyyii,,
Hate,yoomuu amaaraaf tigiree irraa waan gaarii eeguun tisiisarraa damma eeguu dha,,
Free,jiraadhu abdii saba oromoo haala yaaddeessa lixa oromiyaa kana haala dandeessaaniin qaanii kana nurraa cabsaa ijoolleen abbaa tokkoo yeroo walfixu qaanii waan taeef,,
Free,Yaa'iin Hoggantoota Gamtaa Afriikaa 33ffaan kun mata duree ÃƒÂ¢Ã¢â€šÂ¬Ã‹Å“Ardii sagaleen dhukaasaa keessatti hin dhagaÃƒÂ¢Ã¢â€šÂ¬Ã¢â€žÂ¢amne gochuun misooma isheef haala yaa mijeessinuÃƒÂ¢Ã¢â€šÂ¬Ã¢â€žÂ¢ jedhuun gaggeeffama,,
Hate,barsiisota paartii mormituu hirmaataan maaliif mindaan irraa dhaabbatu maaf murtaaye kuni dimokraasi akkami kijibdoota,,
Free, Lammiileen Itiyoophiyaa Ameerikaa jiraatan giddu seentummaa qaamota alaa fi tatamsaÃ¢â‚¬â„¢ina odeeffannoo sobaa mormuun Waashingitaan Diisiitti guyyaa kaleessaa hiriira bahaniiru,,
Hate,Namtittin tuni afaan oromoo dubbati malee oromoo miti qabsoon inni godhaa jiru Oromoof osoo qabsaawu osoo hin taane Oromoo irratti qabsaawaa jira  Sabbontoota oromoo gootoota oromoo hayyota oromoo beytoota oromoo lafarra fixaa jira   Osoo Oromoof kan qabsaawu tehe gaafa wayyaneen anggo irra jirtu san  lolaa hinturre kan biyya keyssa jiran  Gaafa Ummani Oromoo Qeerro fi Qarren rasaasa wayyaneetin dhumaa jiran sana Biytti teenya Suriya taati jedhan  Mootumma hangga funyaniiti hidhate kana cabsuun nijabaata hidhanno nubarbaachisa jedhan  Hidhannon gaafas dhabamtte arra Oromoon anggo qabannan arra eyssa dhuftte qawwen isaani diina hin dhooytu Oromoo malee  namtiin tuni amaaraa haadhoodha ummani Oromoo firra beeku qaba  Fireew maashaw,,
Free,Boordiin Filannoo Biyaaleessa Itoophiyaa barreeffama harÃƒÂ¢Ã¢â€šÂ¬Ã¢â€žÂ¢a fuula feesbukii isaarratti maxxanseen akka jedheetti,,
Free,DrLammaa MagarsaaComing Soon  Bara namoonni tokko tokko digirii fi Mastersii osoo hin baratin qarshiidhaan bitatanii Abbaa Mastersii fi Abbaa digirii taaa turan sanatti fuulaa fi fuulatti barnoota isaa Yuunivarstii Finfinneetti hordofee qabxii daran olaanaa tahe galmeessisuun Meedaaliyaa Warqee badhaafamee digrii ffaaMasters isaa kan fudhate ilmi sabaa gootichi Lammaa Magarsaa ammas gahumsa isaa olaanaa fi dandeettii cimaa qabu sana qabatamaan agarsiisee qabxii olaanaadhaan PHD isaa xumuruuf guyyaa muraasa qofatu isa hafeDrLammaa MagarsaaComing soon,,
Hate,maaliif shubbisaa istiskaa ergatuu san ragadaa,,
Free,Baga bara haaraa  nagaan geessanHappy New yearAyyaana gaarii,,
Hate,Goonni Oromoo Hacaaluun Hundeessaa  kan nu nyaatutuu nu keessa jira jechuudhaan sirba isaa keessattti duraanuu nuuf himee ture   wanmi inni jedhe sun dhagaa tauun  kan mirkaneessu waan amma jarri Abbaa Garaa dubbataa jirtu kanaadha  woyyaaneen maal akka  taate namni ilma Oromo,,
Free,jedhamee itti himamuu himu,,
Free,Itoophiyaatti piroojaktii humna aduurraa anniisaa meeggaa waattii 5normalNormalmaddisiisuu kan dandeessisuu gara hojiitti akka galu Dooktar Abiy Ahimad ibsaniiru.,,
Hate,baayyee waan nama gaddisiisu keessa qeerroon qabsoo hadhoftu taasise amaaraa aangootti oli baasuu isaati abiyoot gondareedha afaan bare malee kanaaf ummata oromoo jibba diqaltichi,,
Hate,Si dabalatee tultullaa,,
Free,Dhuguma nagaafi tasgabbii barbaaddan taanaanNama Haacaaluu galaafate irra dibaa tokko malee ummataaf ifoomsaaHidhamtoota siyaasaa hunda haalduree tokko malee hiikaaOromoo gareen maqaa itti moggaastanii arrabsuu dhiisaa,,
Hate,Taayyeen salaaletti dhalachuun cubbuu dha ,,
Hate,of ta'ii jiraadhu mee namicha ergamtuu sanyii kuulloo yoom barattee nama taate silayyuu warri kibbaa,,
Hate,Abiyi lama irraa kase waari ango qabu dhirii hunduu kijibdudha   Angoon dubartif,,
Free, Daayrekteerri Olaanaan Inistitiyuutii Leenjii Qorannoo Seeraa fi Haqaa Federaalaa Ambaassadar Daggifee Bulaa leenjiichi hojii haqa mirkaneessuu foyyeessuu keessatti gumaacha guddaa qaba jedhan,,
Free,n“Wal dhabdeen amma jiru naannoo Tigraay qofa osoo hin taane guutuu Toophiyaa keessa,,
Hate,boolla kanatti namichuma kana awwaalaa,,
Free,Breaking  Jeneraalotaa Fi Hoggantoota Waraanaa Akkasumas Ajajoota Waraanaa Gad Aanaa Fi Giddugaleessaa Biroo Yakka Amaanaa Biyyaa Ganuutiin Barbaadamanu Irratti Ajajni Hidhaa BaheeraHafuura Kuti Cimsii Itti Muddiitii,,
Free, Muummee ministiraa Dookatar Abiy Ahmad dabalatee Itti aanaa Muummee ministiraa fi Ministira Dhimmaa Ala obbo Dammaqaa Mokonnin fi aangaÃ¢â‚¬â„¢oonni olaanoon argamaniiru,,
Free,Nuti ummanni oromo nagaa barbaanna mootummaan Baartilee  oromoon wolii galuu qabakan nagaa fidu dhugaadha,,
Hate,Hattuufillee sidaatu dhaabbataa baasakunis,,
Free, Abbaan seeraa Tajaajila qulqulluu kennuuf ammoo ofiisaa qulqulluu taee argamuu qabaa jedhan,,
Hate,Diigni keessan dhiiga sareeti jechuusaati nuugaltiiree dubbiin,,
Hate,Kkkkjkkkkk shaneenoo harka keessaa hinqabuukaa sobakeessanimmoo dubbiin keessan baayyee nutti ajaahe,,
Free,Taye Dendea Aredo fi fayiisaa barsiisaa tokko barsiisaa,,
Free,Osoon ani waan oromoof tauuyyuu fuula miidiyaa hawaasa kanarratti barreesse guyyaa tokkoof illee narraa darbaangaruu nafxaanyaan bakka ofi walallaalte akkanati midiyaatti baate nama biyyaa bulchaa jiru arrabsiitu taaanii ilaaluun tuffii agarsiisa Biyya kanatti seerrii qixaan ilaallama akka  hin jirree nutti agarsiisajaalattanis jibbitanis keenya dubbin sanuma,,
Hate,Ilmaa diqalaa gowwaa homa hin bekne nitti amaaraa oromoo ajeefta tigrayin kaa si sodachifte filannoo geegesaa jirtu sodate albatii,,
Free,EidMubarakHalkan gaariiNagaan bulaa,,
Free,Nafxanyaa waan hundumaa tookko tokkon siharkaa fudhachaa sii balbala oromoo irra dhabbatee akka shoororkessituu sii eeggatutii fula kee garagalchiitee ummata keef biyya kee bilisaa baasuutii naanaii,,
Free,Kan jiru waa haasaya bar tokko,,
Hate,Diinagdeen nu cabsuuf soodareerra marsu hayyuu keenya hidhaa hin barbaannu cidha,,
Free,Gaafuma tokko kan warra immaammayyeelle,,
Free,Dhugumaa ati seraa fi herraa ni bektaa osoo bektee federal government directe nannoo oromiyaa qofaa irraati hojira olchitaa hin waywatiin amaa ummaatni ethiopa sin dhagahu afaan kee qabadhu bakka itti baduu qophefadhuu atii gantuu ummaata Oromoo gantee  xiyyaraa tokko qophefadhu,,
Hate,Motummaan ethiopia ifiif ajjeese seratti dhiheey,,
Hate,gaafa masgiidaa Fi quraanni  gubate  nuti callifnaan hara  olomaaota ajjeesutti kaate ergamtoonni Bilsiginnaadhimmi kun yeroo gabaabaa keessatti furmaata  argachuu baannaan  jihaada  akka wal irratti baanu  beekuu qabdu,,
Free, Kan booda galmeen lakkoofsa paartilee dabaluu baatus lakkoofsi galmee kadhimamtoota dabaluu dandaÃ¢â‚¬â„¢aa jedhaniiruQindeessitoonnii fi dursitoonni garee tajaajila mana qopheessaa Magaaalota Oromiyaa 19 fi godinaalee 21 irraa walittii dhufuun ogummaa qabaniin rakkoo gama kenniinsa tajaajilaatiin jiru furanii itti quufiinsa hawaasaa mirkaneessuun dandaamurratti leenjii fudhachaa jiru,,
Hate,Abiyot ilman amaaraa waliti qabe bira dhabata ilman oromo imo qawen lafara fixa yaa rabbi namicha zalima kana biyye hadha isa nyatee isa haa wamtu ilma hadha salee fuck you abiyot moti gowaa dofa,,
Hate,Tishirt bitanii namatti diranii deeggarsa namaan jedhamu sirumaa itti hin amannu,,
Hate,Pp fi Abiy argamtu nafxanyaat kanafu gadheen kinin yeroo gababa kessatti adabudha gadhee taan jirachu irra duu caalaa,,
Hate,Jijjiramni maalii jijjiramni TPL maqaaletti galchuudhaJijjiramni ODP irra garaa bilxiginna tti dhufuudha moo Jijjiramni ummaata nagayaa ajjessudha moosirna waayanee irra sirna amaaraati jijjiramudha mooNamni Oromoo tae sirna amaaraa hin deegarre ni ajjeefama ni hidhaama ni ariiyama,,
Hate,Gantuu ilmoo diqaalaa Kan gatii kee nii argaata obsii,,
Free, Sagantaa jalqabbii dirqama lammummaa fi tajaajila tola ooltummaa jia Bitootessaa kanarratti argamuun kan jalqabsiisan Kantiibaan Magaalaa Adaamaa Obbo Hayiluu Jaldee hojiiwwan gurguddoon sagantaa kanaan hojjetaman Magaalaa Adaamaa qulqulluu fi hawattuu akkasumas balfarraa bilisa taasisuudha jedhan,,
Hate,Kun muddama malee muudama miti jarri bar sardaan qabee mana fincaanii bulti jedhan bar,,
Free,abbaa,,
Hate,Kijibaan  Mallaqaan namni si jaalannaan bakki ati geettu hin jiru  Mootummaan Abiyoot hin turin hin bulin haa diiggamtu,,
Hate,Hattuu Odp Official Kan Jedhu Kan Peejii PB osoo Hin Taane Kan Ati Maqaa Itti Xureessuuf Banate,,
Hate,waaqayyootti qofa boouu qofaa osoo hin taane self defense nama keenya barsiisaajarri meeshaa waraanaa baadhattu nutis baachuu qabna maaltu nu dhorke yoo baadhanne dua saree akkasii duuu mannaa dua maqaa qabu tokko lama galaafatnii yoo duan maal taa silaas dua hin oolanbiyya keessaniif lolaa jedha waaqayyowaaqayyoo lubbuu isaanii haa kunuunsu,,
Hate,islaama yemen deebisaa,,
Free,maallaqa uummataa,,
Free,xiyyitiin Keenya du'aayiidha ,,
Hate,Namicha Nafxanyaa Kana Tarree Goototaa Keessaa  Harree Wayii,,
Hate,Hay gowwummaa kessan nama daymaa nyate argen hexo jalaa qabde kanatu daymaa jette kijibu hin dandetta maalif uf sobdaan wayyane caalaa nafxanyaan hamtuu tahu ummanni bareche  bekaa wayyane isinrraa wayya qabdu sanu bachuu dadhabne isin bachu dandenna kijibdani amma isin nafxanyaa rabbi salphise bekumsaafi siyaasa takka hinbeytan bekaa kessanirra daimaa yok walalla oromotu isin calaa dhugaa rabbi bitas mirgaas demtan ummata biratti fudhatamaa  hin qabdan  kaa fudhatama qabuu jawaari isin homa inni isin caaluf  yakka  male hitani santu fudhatama qabaa fulaa durattis ummata oromo qofa oto hintaane itophiyaa biratti yeron inni fudhatamaa argatu dhihodhaa isinis arguuf tettan,,
Free, Gaaffiin Oromoo irreedhaan ukkaamfame malee tokkichuma,,
Hate,Kan akka kee xuriitu jiram,,
Hate,ajjechaa gara jabinaa akkasii WBONis warra makaa nu keessa jirtu irratti raawwachuu qaba,,
Free,Na Ofkalchaa   Akka amanaa amantichaatti tauu baadhuus akka ilma Oromoo tokkootti wanti barsiisaan kun itti hin amanin amanuun nattii ulfaata,,
Hate,Giirisaan jettan sun eenyu ummata oromoo guutuu dha,,
Hate,Tayye bukicha ija rumichaa kiyya konkaa udan saree badii ija tena duraa,,
Hate,Itti gafattamttu Dini Oromo gudan Raga harkaa qabna Kan itti dhaadate nafxanyaa fi Abiyi Kanafu yoo dhuga barbaadan sagale shanen ittin dhaadate hin jiru diraamaa qindeessan kessan isin hin basu sagalee omn kan irra muramte gad lakisa yokin nafxanyaa waliin Dina guda Umata oromo irratti hin tahina,,
Hate,yaa gowwaa bagan bare hiriira jettan kaabinoota dirqamaan aanaaleerraa walitti qabuun hiriirsisuun hiriira nagaa jedhamaa ,,
Hate,Sanyii saree jedhiin eenyumti keenya tplf hin deeggarru warri nu qorqee enyummaa keenya balleesse garuu nafxanyaanis warra harka nu mure aadaa keenya balleesee oromoon artistii warra akka kanaa hin abdattu Biyyoon siita haa salphatuu dhaabbit dutaan,,
Hate,Dhudhuuftu Hacaluu kan ajjeese Abiyyifi Shimallis akka taee Uummatni Oromoo hunduu dursee beeke jira ajoftuu waaii warra hitemmoo hinuma hiktaa hin dagaatin dhufuu waii,,
Hate,HArKI HANNA BARE MURKUUTU DOCHO'A jedhan ammas oromoo sobuu barbaadduu KKK sirbichi isin guggubeera fakkaata,,
Free,Feesbuukiin daaâ€™ima baddee barbaachisuuf sagantaa Ambar Aleert jedhamu biyyoota Afrikaatti yoo beeksisaan Afrikaan Kibbaa saganticha hojiirra oolchuuf adda duree taateetti,,
Hate,Saliha Sami Obboleettii teenya Atin Abbaa barbaadde deeggartee abbaa barbaadde mormuuf mirga guutuu qabda Kana kan si irraa mulqu hin jiru Garuu Juuntaa hiikuma isaa waan barte nutti hin fakkaatu Juuntaan mootummaa seeraan ala aangoo irra jiruu dha Aangoon seeraa PP erga dhumate jiootni lakkaamaniiru TPLF kan Maqalee galche qabsoo Qeerrooti malee kan OPDO miti Abiy Oromoo ajjeesisaa,,
Hate,Kanaafkaa yoosoo Haacaaluudhaan kan  ajjeesiseef yaa warra fardeen nafxanyaa Yoom sinii galaa garuu Gaafa ijoollee keessan sin jalatti ajjeesanidha mitii Kan saba oromoohoo homaa sinitti hin fakkaatu,,
Free,Duudhaa,,
Hate,cundhuraan dubbii gubbaa didibuu malee keessaa sirritti buee haasawuu hin barbaadu Cundhuraan maatii isaa osuma arkkuu jalatti fixan Cundhuraan waanuma gubbaa itti laatan galmaan gahuuf ifaaja cundhuraan Boonbbaa amaaraati,,
Free,Tplf  ganda gumaati kan ajjese akka aaddaa oromootti gumaa baasee nagaa uuma kan gumaa baasuu didef immo abaatuu dhiiga deefata dhimmaa baduu fi waraanamuu tplf osoo jinniinu godhee nan deeggara kanuma,,
Hate,Gaafanni bahe albaatiitu isin irra yaa Sodaa abjuu hin rafiin hin bulanu jedhanii bahuun isaa hin ooluu obsaa Sodaatu isin raasa Juwaar albaatii isin irra yaasa,,
Free,Rabbi hunda keenyaaf Hubanoosa nuf haa keennuAmantiin Orthodox yomilee TokkodhaAmantiif siyaasni tokko mitiwaan hundii iddo qabaRabbi guddaan dhiifamasaa nuf haa bayiisu,,
Hate,Kun gowwaan irraa hin oolu oromo jabaa kee jabeeffadhu,,
Hate,Atiimoo Giraazmaach saguuraadha!!!,,
Free,"Maricha irratti kutaaleen hawaasa aanaalee godinichaa, bulchiinsi godinaa, manni murtii fi manni hojii abbaa alangaa irratti hirmaatan",,
Hate,Ati Corona 1ffaa nutiii tatee bar,,
Hate,ayiiiiiii yaa warra harma haadhaa ciniine akka itti ciniinellee wallaale Bilxiginnaa ,,
Free, 7 buufata Jiibuutii gaÃ¢â‚¬â„¢e keessaa kuntaallii miiliyoonni 5,,
Free,Lallaba akkasii osoo guyyaa guyyaan barreeffamakeefi Kan biroo keessattillee guyya guyyaatti argee akkuma isaan tokko ta,,
Hate,Ati xurumbaa biltsiginnaati erga dhugaaf hin dubbatta taee maalif lubbuu ijoollee keenyaa cubbuu tokko malee baaa jirtu kana maalif gaafuma tokko hin dubbanne Mee of ilaali,,
Free,   Injifannoon Raayyaa Ittisa Biyya Keenyaatiif Haa Tahu,,
Hate,Ilkaan Sirna amaaraa leelliftoota sirnichaa keessatti doomee ture tuttumee kan haaromsuufii jalqabe Shufeera Bilxiginnaati,,
Free,Biyya kana gara badiitti kan geessaa jiru dhaabbilee mootummaa oomisha toatu,,
Free,Rakkoon oromoo altokkotti furmaata argachuu waan hin dandeenyeef suuta suutatti furmaata argata sababni isaas furtuun nuharka waan jirtuuf,,
Free,"Dhaabbanni gargarsaa daaÃ¢â‚¬â„¢immanii biyya keessaa Ã¢â‚¬ËœHoop Foor FazarlasÃ¢â‚¬â„¢ jedhamu kun bara 2008 kan hundaaÃ¢â‚¬â„¢e yoo taÃ¢â‚¬â„¢u, daaÃ¢â‚¬â„¢immaan maatii hin qabnee fi deeggarsa barbaadan gargaaruuf kan hundaaÃ¢â‚¬â„¢eedha jedhamera.",,
Hate,Lachuu waan ajandaa amaaraa odeessuufi ,,
Free,Tokkummaan buura injifannoo keenyaa tahuu hubannee haras akkuma Kaleessaa tokkummaa keenya haa cimsannuSabni tokkummaa qabu bakka yaade hunda gahuu dandaaShirri gara garaa tokkummaa keenya laaffisuuf xaxamanu kamuu galma hin gahanuNuti tokko lagaan,,
Free,Manni maree dhimmoota Islaamummaa waliigala Itiyoophiyaa ibsa laate.,,
Hate,warri pp ishiinuu wayyaanee dhaa gadi malee waan caaltu hin qabdu yaaduma oduu baayyisti,,
Free, Mirga manni murtii eegeef dhiituun waldhaansa dhorkataniiru,,
Hate,Yaa namtichaa amaaraa atii afan qaba jatee dubataa diqalaa afan oromoo barte juuntaa si fadha gafa tplf akka gabratii wajiin hojachaa jirtan hin betu amma akka nama nageyatii dubataa,,
Hate,ati harree wadala callisiituma ergami ormaaf,,
Hate,Geetaacho asaffaa bira gahun beekkame garuu geetachoon ana fi abiy walin ummata ajjeessaa gidirsa reebaa ture ini mumicha ministera kan tahe ummani waan isa hin beeknef calise fudhate yoo kan ana qabdan tahe nin saaxila janan dhiisaa koottaa jedhen MM Dr Abiy achumaan bilisa tae Geetachoo Asaffaa,,
Hate,ODP iin yoo yero kanatti goota taatanii seeraa fi heera biyya irratti hundooftanii gaafii finfinneen ta oromo tayuu fi Afaan oromo afaan federelaawaa tayuu murteessuu  qabduAriifadha,,
Hate,Siriin warra garaa isiin martinuu Oromoo bakaa hin butaan durayuu garaa kesaniif artidhaa ofiin jetanii iyitaan hamaa garaa kesaan gutataniif amaa garaa gutanaan kijibaa fidanii yaa gantootaa sirnii amaa biyaa bulchaa jiruuf Tpelf dinaa oromotii yaa waraa samuun waan garaa isaa qofaa yaduu,,
Hate,Yaa Girrisaa Kiyya Fuulli Facebook Kun Kama Taayyee Harrichaati moo ijatu na Dullloome,,
Hate,rabbi isaanitti haa araaramu ummata oromoo hundaaf jajjabinna nuuf haa kennuhayyuu tokko dhabuurra gantuu  dhabdee woyya ture,,
Hate,Bitamtoota worra garaa hardha lubbuu oromootaa miliyeenaan kan fixaaru eenyu worra isin jala fiigaartan kanaa mitii sariin,,
Free, Haaluma kanaan qamadii kuntaala miliyoona tokkoofi kuma 200ol akka argamus himaniiru,,
Free,Hhhhhh nama ajaaibduum isin warri opdo kun warri hafan kunoo shiftaadha jettanii mlif simatturee Dhugaa isiniirraa fokkisaati dhiisaa Yoo diddanis tokkoon tokkoonkee akka itti achirraa lafa si ciniinsifnu beeknaan sobdoota wey,,
Free,Gafii kesanii sirii mitii sabii isaa nami tokkoo yeroo dorogomi fii qophayuu  enuu wojii gegesufii jedhuu nu besufii baratii kamifii kamii jenee adanii bafana    maqa baratii baresaa   morokatota baratii kesanii wolii falamitanu enuu akkaa tayee nu besisa  Filanoo kanii gagefamuu nama  qofaa mitii  yookkani baratii  qofaa mitii kana wani tayefii siriti itii yadaa jedhaa kani isinifii barese bb Sharukan Abo ok,,
Hate,Wayyaanee wajjiin tahe kan dhigaa gootota bara sana hunda baase fi isaanis ajjeesisee  OPDO duratti Pp amma tahu hin dagaatee ,,
